255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,22017,255,23552,23553,255,255,255,29697,255,255,29698,255,255,255,255
255,22273,255,23808,23809,255,255,29952,29953,29954,255,255,27648,27649,27648,27649
255,255,255,255,255,255,255,30208,30209,30210,255,255,27904,27905,27904,27905
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,27906,255,255,255,255,255,255,26627,26627
255,255,255,255,255,255,255,255,255,255,26884,26628,26884,255,26883,26883
26624,26627,255,255,255,255,255,27906,255,255,255,255,255,255,255,255
26880,26883,255,255,255,255,255,255,255,255,26884,26628,26884,255,255,255
26884,255,26884,255,255,255,255,27906,255,255,255,255,255,255,255,28672
25089,25090,25091,255,25089,255,255,255,255,255,26884,26628,26884,255,255,28928
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
33031,255,255,255,255,255,255,255,255,255,255,28672,255,28672,255,28672
33287,255,255,255,255,255,255,255,255,255,255,28928,255,28928,255,28928
255,22017,255,23552,23553,255,22017,255,255,255,22017,255,255,255,22017,255
255,22273,255,23808,23809,255,22273,255,255,255,22273,255,255,255,22273,255
