おぞましい真実.wav,1,EOF,START
お祭りの町.wav,1,EOF,START
さわやかな冒険.wav,1,EOF,START
とてものどかな村.wav,1,EOF,START
のどかな村.wav,1,EOF,START
まあいいか.wav,1,EOF,START
エスニック・プレース.wav,1,EOF,START
エンディング.wav,1,EOF,START
シューティング・ステージ１.wav,1,EOF,START
シューティング・ステージ２.wav,1,EOF,START
シューティング・ステージ３.wav,1,EOF,START
シューティング・ステージ４.wav,1,EOF,START
デジタル空間.wav,1,EOF,START
バトル1（リメイク）.wav,1,EOF,START
バトル1（リメイク）＿古.wav,1,EOF,START
バトル１（新）.wav,1,EOF,START
バトル１（旧）.wav,1,EOF,START
バトル２（新）.wav,1,EOF,START
フィールド.wav,1,EOF,START
フィールド２.wav,1,EOF,START
フィールド３.wav,1,EOF,START
フィールド５.wav,1,EOF,START
ボーナスゲーム.wav,1,EOF,START
ユニークな街.wav,1,EOF,START
ラストダンジョン.wav,1,EOF,START
不思議な森.wav,1,EOF,START
不気味なダンジョン.wav,1,EOF,START
世界の真相.wav,1,EOF,START
中ボス.wav,1,EOF,START
作戦会議.wav,1,EOF,START
刻一刻.wav,1,EOF,START
厳かなダンジョン.wav,1,EOF,START
変な村.wav,1,EOF,START
変質者との戦い.wav,1,EOF,START
変質者のテーマ.wav,1,EOF,START
夢の世界.wav,1,EOF,START
大ボス.wav,1,EOF,START
大ボス_古.wav,1,EOF,START
天空の魔法都市.wav,1,EOF,START
奇襲攻撃！.wav,1,EOF,START
妖精の森.wav,1,EOF,START
小ボス.wav,1,EOF,START
工業都市.wav,1,EOF,START
師匠とのイベント戦.wav,1,EOF,START
廃れた都市.wav,1,EOF,START
怪しい取引.wav,1,EOF,START
悪の軍団.wav,1,EOF,START
愉快または間抜け.wav,1,EOF,START
探検.wav,1,EOF,START
明るいダンジョン.wav,1,EOF,START
明るい街.wav,1,EOF,START
普通な感じの街.wav,1,EOF,START
歴史ある街.wav,1,EOF,START
残酷な運命.wav,1,EOF,START
気怠い探偵.wav,1,EOF,START
氷のダンジョン.wav,1,EOF,START
決意.wav,1,EOF,START
洞窟.wav,1,EOF,START
灼熱の地獄.wav,1,EOF,START
王都.wav,1,EOF,START
異形のものとの戦い.wav,1,EOF,START
疑い.wav,1,EOF,START
眠らない大都会.wav,1,EOF,START
睨み合い.wav,1,EOF,START
知的探求.wav,1,EOF,START
神殿.wav,1,EOF,START
結末.wav,1,EOF,START
軍事作戦.wav,1,EOF,START
軍事作戦２.wav,1,EOF,START
静かなる決意.wav,1,EOF,START
静寂空間.wav,1,EOF,START
風の魔法使いのテーマ.wav,1,EOF,START
風の魔法使いの戦い.wav,1,EOF,START
魔力の間.wav,1,EOF,START
