064000,064001,064001,064001,064001,063001,063001,064001,064001,064001,064001,064001,064001,064001,064001,064001
065000,065001,065002,004003,004003,063000,063002,065001,065001,065001,065001,065001,065001,065001,065001,065001
066000,066001,066002,004003,004003,063000,063002,066001,066001,066001,066001,066001,066001,066001,066001,066001
046000,046000,046000,046000,046000,063000,063002,046000,046000,046000,046000,046000,046000,046000,046000,046000
046000,046000,046000,046000,046000,063000,063002,046000,046000,046000,046000,046000,046000,046000,046000,046000
046000,046000,046000,046000,046000,063000,063002,046000,046000,046000,046000,046000,046000,046000,046000,046000
046000,046000,046000,046000,046000,063000,063002,046000,046000,046000,046000,046000,046000,046000,046000,046000
046000,046000,046000,046000,046000,063000,063002,046000,046000,046000,046000,046000,046000,046000,046000,046000
046000,046000,046000,046000,046000,064000,064002,046000,046000,046000,046000,046000,046000,046000,046000,046000
046000,046000,046000,046000,046000,065000,065002,046000,046000,046000,046000,046000,046000,046000,046000,046000
046000,046000,046000,046000,046000,066000,066002,046000,046000,046000,046000,046000,046000,046000,046000,046000
046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000
046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000
046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000,046000
065001,065001,065002,046000,046000,065000,065001,065001,065001,065001,065001,065001,065001,065001,065001,065002
066000,066001,066002,046000,046000,066000,066001,066001,066001,066001,066001,066001,066001,066001,066001,066002
