999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
999999,086001,999999,092000,092001,999999,999999,999999,116001,999999,999999,116002,999999,999999,999999,999999
999999,087001,999999,093000,093001,999999,999999,117000,117001,117002,999999,999999,108000,108001,108000,108001
999999,999999,999999,999999,999999,999999,999999,118000,118001,118002,999999,999999,109000,109001,109000,109001
999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
999999,999999,999999,999999,999999,999999,999999,109002,999999,999999,999999,999999,999999,999999,104003,104003
999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,105004,104004,105004,999999,105003,105003
104000,104003,999999,999999,999999,999999,999999,109002,999999,999999,999999,999999,999999,999999,999999,999999
105000,105003,999999,999999,999999,999999,999999,999999,999999,999999,105004,104004,105004,999999,999999,999999
105004,999999,105004,999999,999999,999999,999999,109002,999999,999999,999999,999999,999999,999999,999999,112000
098001,098002,098003,999999,098001,999999,999999,999999,999999,999999,105004,104004,105004,999999,999999,113000
999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
129007,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,112000,999999,112000,999999,112000
130007,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,113000,999999,113000,999999,113000
999999,086001,999999,092000,092001,999999,086001,999999,999999,999999,086001,999999,999999,999999,086001,999999
999999,087001,999999,093000,093001,999999,087001,999999,999999,999999,087001,999999,999999,999999,087001,999999
